Country or Area,Year,Sex,Reliability,Total,Urban,Urban Rate
Kazakhstan,2018,Both Sexes,"Final figure, complete",18276452.0,10604004.0,0.580200358362772
Kazakhstan,2019,Both Sexes,"Final figure, complete",18513673.0,10818430.0,0.5843481193602156
Kazakhstan,2020,Both Sexes,"Final figure, complete",18755665.5,11045014.0,0.5888894744897215
Kazakhstan,2021,Both Sexes,"Final figure, complete",19000987.5,11252614.0,0.5922120626625327
Kazakhstan,2022,Both Sexes,"Final figure, complete",19634983.0,12100270.0,0.6162607831134868
Kenya,2016,Both Sexes,"Final figure, incomplete/questionable reliability",45389112.2,14679464.1680215,0.3234137760469679
Kenya,2017,Both Sexes,"Final figure, incomplete/questionable reliability",46595199.2538731,15069936.9204598,0.32342252338811817
Kenya,2018,Both Sexes,"Final figure, incomplete/questionable reliability",47848952.9672775,15475429.1101563,0.3234225233881187
Kenya,2019,Both Sexes,"Final figure, complete",46643055.5,14437433.0,0.30953017218179457
Kenya,2019,Both Sexes,"Final figure, incomplete/questionable reliability",47564296.0,,
Kenya,2020,Both Sexes,"Final figure, incomplete/questionable reliability",48817537.0,,
Kenya,2021,Both Sexes,"Final figure, incomplete/questionable reliability",49720225.2973764,,
Kenya,2022,Both Sexes,"Final figure, incomplete/questionable reliability",50622913.5947529,,
Kiribati,2020,Both Sexes,Provisional figure,119940.0,,
Kuwait,2016,Both Sexes,"Final figure, incomplete/questionable reliability",3925487.0,,
Kuwait,2017,Both Sexes,"Final figure, incomplete/questionable reliability",4082704.0,,
Kuwait,2018,Both Sexes,"Final figure, incomplete/questionable reliability",4226920.0,,
Kuwait,2019,Both Sexes,"Final figure, incomplete/questionable reliability",4420110.0,,
Kuwait,2020,Both Sexes,"Final figure, incomplete/questionable reliability",4464419.0,,
Kuwait,2021,Both Sexes,"Final figure, incomplete/questionable reliability",4336012.0,,
Kuwait,2022,Both Sexes,"Final figure, incomplete/questionable reliability",4216900.0,,
Kyrgyzstan,2016,Both Sexes,"Final figure, complete",6079840.0,2051748.0,0.3374674333535093
Kyrgyzstan,2017,Both Sexes,"Final figure, complete",6198465.0,2097487.0,0.33838813319104005
Kyrgyzstan,2018,Both Sexes,"Final figure, complete",6323115.0,2147343.0,0.33960207903857514
Kyrgyzstan,2019,Both Sexes,"Final figure, complete",6456515.0,2202362.0,0.34110692842810714
Kyrgyzstan,2020,Both Sexes,"Final figure, complete",6580166.0,2256850.0,0.342977669560312
Kyrgyzstan,2021,Both Sexes,"Final figure, complete",6692064.0,2364785.0,0.3533715457592755
Kyrgyzstan,2022,Both Sexes,Provisional figure,6975200.0,,
Lao People's Democratic Republic,2016,Both Sexes,"Final figure, incomplete/questionable reliability",6787007.0,,
Lao People's Democratic Republic,2017,Both Sexes,"Final figure, incomplete/questionable reliability",6900846.0,,
Lao People's Democratic Republic,2018,Both Sexes,"Final figure, incomplete/questionable reliability",7012994.0,,
Lao People's Democratic Republic,2019,Both Sexes,"Final figure, incomplete/questionable reliability",7123205.0,,
Lao People's Democratic Republic,2020,Both Sexes,"Final figure, incomplete/questionable reliability",7231210.0,,
Lao People's Democratic Republic,2021,Both Sexes,"Final figure, incomplete/questionable reliability",7337783.0,,
Lao People's Democratic Republic,2022,Both Sexes,"Final figure, incomplete/questionable reliability",7442794.0,,
Latvia,2016,Both Sexes,"Final figure, complete",1964247.0,1336137.0,0.6802286066874481
Latvia,2017,Both Sexes,"Final figure, complete",1946182.0,,
Latvia,2018,Both Sexes,"Final figure, complete",1930776.25,1322322.25,0.6848656078092943
Latvia,2019,Both Sexes,"Final figure, complete",1916895.0,1315177.0,0.6860975692460985
Latvia,2020,Both Sexes,"Final figure, complete",1904062.0,1302144.5,0.6838771531599286
Latvia,2021,Both Sexes,"Final figure, complete",1893223.0,1290233.0,0.6815008057687869
Latvia,2022,Both Sexes,Provisional figure,1874000.0,,
Lebanon,2018,Both Sexes,"Final figure, complete",4842467.0,,
Lesotho,2016,Both Sexes,"Final figure, complete",1916040.5,664597.5,0.34685983934055675
Lesotho,2017,Both Sexes,"Final figure, incomplete/questionable reliability",2023723.0,714597.0,0.3531100847299754
Lesotho,2018,Both Sexes,"Final figure, incomplete/questionable reliability",2036917.0,742419.0,0.36448171427701764
Lesotho,2019,Both Sexes,"Final figure, incomplete/questionable reliability",2050424.0,770658.0,0.37585299430751884
Lesotho,2020,Both Sexes,"Final figure, incomplete/questionable reliability",2063972.0,799220.0,0.38722424529014926
Lesotho,2021,Both Sexes,"Final figure, incomplete/questionable reliability",2077311.0,828008.0,0.398596069630402
Libya,2020,Both Sexes,"Final figure, incomplete/questionable reliability",6931061.0,,
Liechtenstein,2016,Both Sexes,"Final figure, complete",37654.0,,
Liechtenstein,2017,Both Sexes,"Final figure, complete",37843.5,,
Liechtenstein,2018,Both Sexes,"Final figure, complete",38157.5,,
Liechtenstein,2019,Both Sexes,"Final figure, complete",38467.5,,
Liechtenstein,2020,Both Sexes,"Final figure, complete",38821.5,,
Liechtenstein,2021,Both Sexes,"Final figure, complete",39103.0,,
Liechtenstein,2022,Both Sexes,"Final figure, complete",39308.0,,
Lithuania,2016,Both Sexes,"Final figure, complete",2878394.5,1927148.0,0.6695218462931332
Lithuania,2017,Both Sexes,"Final figure, complete",2838153.5,1897895.0,0.6687076650364401
Lithuania,2018,Both Sexes,"Final figure, complete",2805222.0,1880046.0,0.6701950861643036
Lithuania,2019,Both Sexes,"Final figure, complete",2794160.5,1878938.0,0.6724517077669662
Lithuania,2020,Both Sexes,"Final figure, complete",2794487.5,1884464.0,0.6743504846595306
Lithuania,2021,Both Sexes,"Final figure, complete",2803220.5,1916751.0,0.6837674738751376
Luxembourg,2016,Both Sexes,"Final figure, complete",579853.5,,
Luxembourg,2017,Both Sexes,"Final figure, complete",593501.5,,
Luxembourg,2018,Both Sexes,"Final figure, complete",604977.25,,
Luxembourg,2019,Both Sexes,"Final figure, complete",616701.0,,
Luxembourg,2020,Both Sexes,"Final figure, complete",628928.0,,
Luxembourg,2021,Both Sexes,"Final figure, complete",639561.0,,
Luxembourg,2022,Both Sexes,"Final figure, complete",649552.0,,
Madagascar,2016,Both Sexes,"Final figure, incomplete/questionable reliability",23657964.0,,
Madagascar,2017,Both Sexes,"Final figure, incomplete/questionable reliability",24289542.0,,
Madagascar,2018,Both Sexes,"Final figure, complete",25674196.0,4942902.0,0.19252412032688385
Madagascar,2019,Both Sexes,"Final figure, incomplete/questionable reliability",26419228.0,,
Madagascar,2020,Both Sexes,"Final figure, incomplete/questionable reliability",27190927.0,,
Madagascar,2021,Both Sexes,"Final figure, incomplete/questionable reliability",28177762.0,,
Malawi,2016,Both Sexes,"Final figure, incomplete/questionable reliability",16832910.0,,
Malawi,2017,Both Sexes,"Final figure, incomplete/questionable reliability",17373192.5,,
Malawi,2018,Both Sexes,"Final figure, complete",17563749.0,2816492.0,0.16035824697790887
Malawi,2019,Both Sexes,"Final figure, incomplete/questionable reliability",18005268.0,,
Malawi,2020,Both Sexes,"Final figure, incomplete/questionable reliability",18449828.0,,
Malawi,2021,Both Sexes,"Final figure, incomplete/questionable reliability",18898441.0,,
Malawi,2022,Both Sexes,"Final figure, incomplete/questionable reliability",19351892.0,,
Malaysia,2016,Both Sexes,"Final figure, complete",31633518.0,23677030.0,0.7484791922289515
Malaysia,2017,Both Sexes,"Final figure, complete",32022575.0,24080382.0,0.7519814380948441
Malaysia,2018,Both Sexes,"Final figure, complete",32382275.0,24495697.0,0.7564538624911313
Malaysia,2019,Both Sexes,"Final figure, complete",32523048.0,24769212.0,0.761589504157175
Malaysia,2020,Both Sexes,"Final figure, complete",32515691.5,24675068.0,0.7588664691322957
Malaysia,2021,Both Sexes,"Final figure, complete",32576289.0,,
Malaysia,2022,Both Sexes,Provisional figure,32651557.15,,
Maldives,2016,Both Sexes,"Final figure, complete",411259.612077179,163779.4033493355,0.3982384813381574
Maldives,2017,Both Sexes,"Final figure, complete",424137.872482863,171215.6233722205,0.40367916774312185
Maldives,2018,Both Sexes,"Final figure, complete",512037.631788132,210247.93700458,0.4106103222732957
Maldives,2019,Both Sexes,"Final figure, complete",533941.443214532,221677.599697856,0.41517211768255324
Maldives,2020,Both Sexes,"Final figure, complete",557426.1135637,233853.700149155,0.41952412070201894
Maldives,2021,Both Sexes,"Final figure, complete",568361.821318755,240984.114172448,0.42399771612614456
Mali,2016,Both Sexes,"Final figure, incomplete/questionable reliability",18341000.0,,
Mali,2017,Both Sexes,"Final figure, incomplete/questionable reliability",18874286.0,,
Mali,2018,Both Sexes,"Final figure, incomplete/questionable reliability",19418097.0,,
Mali,2019,Both Sexes,"Final figure, incomplete/questionable reliability",19973000.0,5192980.0,0.26
Mali,2020,Both Sexes,"Final figure, incomplete/questionable reliability",20537000.0,8769299.0,0.427
Malta,2016,Both Sexes,"Final figure, complete",452912.5,,
Malta,2017,Both Sexes,"Final figure, complete",464176.5,,
Malta,2018,Both Sexes,"Final figure, complete",480191.5,,
Malta,2019,Both Sexes,"Final figure, complete",498837.0,,
Malta,2020,Both Sexes,"Final figure, complete",514977.5,,
Malta,2021,Both Sexes,"Final figure, complete",516100.0,,
Malta,2022,Both Sexes,"Final figure, complete",520971.0,,
Marshall Islands,2016,Both Sexes,"Final figure, incomplete/questionable reliability",54142.0,,
Marshall Islands,2017,Both Sexes,"Final figure, incomplete/questionable reliability",54317.0,41519.0,0.7643831581272899
Marshall Islands,2018,Both Sexes,"Final figure, incomplete/questionable reliability",54510.0,41904.0,0.7687396807925151
Marshall Islands,2019,Both Sexes,"Final figure, incomplete/questionable reliability",54703.0,42290.0,0.7730837431219494
Marshall Islands,2020,Both Sexes,"Final figure, incomplete/questionable reliability",54897.0,42675.0,0.7773648833269577
Martinique,2016,Both Sexes,"Final figure, complete",375692.0,,
Martinique,2017,Both Sexes,"Final figure, complete",372734.5,,
Martinique,2018,Both Sexes,"Final figure, complete",367643.0,,
Martinique,2019,Both Sexes,"Final figure, complete",363175.5,,
Martinique,2020,Both Sexes,"Final figure, complete",359821.0,,
Martinique,2021,Both Sexes,"Final figure, complete",356029.0,,
Martinique,2022,Both Sexes,Provisional figure,351075.5,,
Mauritania,2016,Both Sexes,"Final figure, incomplete/questionable reliability",3782701.0,,
Mauritania,2017,Both Sexes,"Final figure, incomplete/questionable reliability",3893775.0,,
Mauritania,2018,Both Sexes,"Final figure, incomplete/questionable reliability",3984233.0,,
Mauritania,2019,Both Sexes,"Final figure, incomplete/questionable reliability",4077347.0,,
Mauritius,2016,Both Sexes,"Final figure, complete",1263473.0,516160.0,0.4085247567617195
Mauritius,2017,Both Sexes,"Final figure, complete",1264613.0,514937.0,0.4071893931186853
Mauritius,2018,Both Sexes,"Final figure, complete",1265303.0,513556.0,0.4058759048227974
Mauritius,2019,Both Sexes,"Final figure, complete",1265711.0,512127.549118134,0.4046164954860422
Mauritius,2020,Both Sexes,"Final figure, complete",1265740.0,510273.0,0.403142035489121
Mauritius,2021,Both Sexes,"Final figure, complete",1266060.0,508674.0,0.4017771669589119
Mauritius,2022,Both Sexes,"Final figure, complete",1262249.0,505030.0,0.40010330766750457
Mayotte,2016,Both Sexes,"Final figure, complete",243276.0,,
Mayotte,2017,Both Sexes,"Final figure, complete",253847.66666667865,242091.000000036,0.9536861345978805
Mayotte,2018,Both Sexes,"Final figure, complete",262110.5,,
Mayotte,2019,Both Sexes,"Final figure, complete",272054.5,,
Mayotte,2020,Both Sexes,"Final figure, complete",278926.0,,
Mayotte,2021,Both Sexes,"Final figure, complete",288348.0,,
Mayotte,2022,Both Sexes,Provisional figure,299022.0,,
Mexico,2016,Both Sexes,"Final figure, complete",122715165.0,88677251.8175663,0.7226266763163811
Mexico,2017,Both Sexes,"Final figure, complete",124041731.0,89586802.1512275,0.7222311509924632
Mexico,2018,Both Sexes,"Final figure, complete",125327797.0,92297621.0,0.7364497199292508
Mexico,2019,Both Sexes,"Final figure, complete",126577691.0,,
Mexico,2020,Both Sexes,"Final figure, complete",126903155.0,99260887.0,0.7821782445046382
Mexico,2021,Both Sexes,"Final figure, complete",128972439.0,,
Mexico,2022,Both Sexes,"Final figure, complete",130118356.0,,
Micronesia (Federated States of),2016,Both Sexes,"Final figure, incomplete/questionable reliability",103923.352165453,,
Micronesia (Federated States of),2017,Both Sexes,"Final figure, incomplete/questionable reliability",104104.432100366,,
Micronesia (Federated States of),2018,Both Sexes,"Final figure, incomplete/questionable reliability",104285.827555729,,
Micronesia (Federated States of),2019,Both Sexes,"Final figure, incomplete/questionable reliability",104467.539081317,,
Micronesia (Federated States of),2020,Both Sexes,"Final figure, incomplete/questionable reliability",104649.567227862,,
Micronesia (Federated States of),2021,Both Sexes,"Final figure, incomplete/questionable reliability",104831.912547056,,
Monaco,2016,Both Sexes,"Final figure, complete",37754.0,,
Monaco,2017,Both Sexes,"Final figure, complete",37550.0,,
Monaco,2018,Both Sexes,"Final figure, complete",38350.0,,
Monaco,2019,Both Sexes,"Final figure, complete",38300.0,,
Monaco,2020,Both Sexes,"Final figure, complete",38150.0,,
Monaco,2021,Both Sexes,"Final figure, complete",38350.0,,
Mongolia,2016,Both Sexes,"Final figure, complete",3088856.0,2122131.0,0.6870281424579197
Mongolia,2017,Both Sexes,"Final figure, complete",3148917.0,2139269.0,0.6793665885763264
Mongolia,2018,Both Sexes,"Final figure, complete",3208189.0,2172343.0,0.6771243838813735
Mongolia,2019,Both Sexes,"Final figure, complete",3267673.0,2228476.0,0.6819764401150299
Mongolia,2020,Both Sexes,"Final figure, complete",3262112.0,2227996.5,0.6829920309296554
Mongolia,2021,Both Sexes,"Final figure, complete",3383740.5,2342067.0,0.6921532546600426
Mongolia,2022,Both Sexes,"Final figure, complete",3433748.0,2396200.0,0.6978380475212508
Montenegro,2016,Both Sexes,"Final figure, complete",622260.5,,
Montenegro,2017,Both Sexes,"Final figure, complete",622380.0,,
Montenegro,2018,Both Sexes,"Final figure, complete",622314.75,,
Montenegro,2019,Both Sexes,"Final figure, complete",622182.0,,
Montenegro,2020,Both Sexes,"Final figure, complete",621873.0,,
Montenegro,2021,Both Sexes,"Final figure, complete",620739.0,,
Montenegro,2022,Both Sexes,"Final figure, complete",617683.0,,
Montserrat,2016,Both Sexes,"Final figure, complete",4742.0,,
Montserrat,2017,Both Sexes,"Final figure, complete",4768.0,,
Montserrat,2018,Both Sexes,"Final figure, complete",4658.0,,
Montserrat,2019,Both Sexes,"Final figure, complete",4519.0,,
Montserrat,2020,Both Sexes,"Final figure, complete",4626.0,,
Montserrat,2021,Both Sexes,"Final figure, complete",4458.0,,
Montserrat,2022,Both Sexes,"Final figure, complete",4433.0,,
Morocco,2016,Both Sexes,"Final figure, incomplete/questionable reliability",34486536.0,21154782.0,0.6134214813572462
Morocco,2017,Both Sexes,"Final figure, incomplete/questionable reliability",34852121.0,21560585.0,0.6186304988439585
Morocco,2018,Both Sexes,"Final figure, incomplete/questionable reliability",35219547.0,21968101.0,0.6237474036789854
Morocco,2019,Both Sexes,"Final figure, incomplete/questionable reliability",35586616.0,22376115.0,0.6287789488047979
Morocco,2020,Both Sexes,"Final figure, incomplete/questionable reliability",35951657.0,22783438.0,0.6337242814705314
Morocco,2021,Both Sexes,"Final figure, incomplete/questionable reliability",36313189.0,23188900.0,0.6385806545384929
Morocco,2022,Both Sexes,"Final figure, incomplete/questionable reliability",36670216.0,,
Mozambique,2016,Both Sexes,"Final figure, incomplete/questionable reliability",26423623.0,8468799.0,0.3205010531674631
Mozambique,2017,Both Sexes,"Final figure, complete",27010663.5,8810253.5,0.32617686344506125
Mozambique,2017,Both Sexes,"Final figure, incomplete/questionable reliability",27128530.0,8766777.0,0.3231570969750296
Mozambique,2018,Both Sexes,"Final figure, incomplete/questionable reliability",27843933.0,9076397.0,0.3259739563372746
Mozambique,2019,Both Sexes,"Final figure, incomplete/questionable reliability",29318301.0,9910835.0,0.33804261031360583
Mozambique,2020,Both Sexes,"Final figure, incomplete/questionable reliability",30066648.0,10231142.0,0.3402820959622769
Mozambique,2021,Both Sexes,"Final figure, incomplete/questionable reliability",30832244.0,10559018.0,0.34246673709510084
Mozambique,2022,Both Sexes,"Final figure, incomplete/questionable reliability",31616078.0,10894551.0,0.3445889461684653
Myanmar,2016,Both Sexes,"Final figure, incomplete/questionable reliability",52916691.0,15560352.0,0.2940537608445698
Myanmar,2017,Both Sexes,"Final figure, incomplete/questionable reliability",53387948.0,15762776.0,0.2952497069188724
Myanmar,2018,Both Sexes,"Final figure, incomplete/questionable reliability",53862731.0,15970715.0,0.29650770957009215
Myanmar,2019,Both Sexes,"Final figure, incomplete/questionable reliability",54339766.0,16183650.0,0.2978233288674817
Myanmar,2020,Both Sexes,"Final figure, incomplete/questionable reliability",54697398.2438356,16346210.1589041,0.29884803818335764
Myanmar,2021,Both Sexes,"Final figure, incomplete/questionable reliability",55294978.0,16621734.0,0.3006011504335891
Myanmar,2022,Both Sexes,"Final figure, incomplete/questionable reliability",55770232.0,16845226.0,0.30204690559651964
Namibia,2016,Both Sexes,"Final figure, incomplete/questionable reliability",2324388.0,1112868.0,0.4787789301958193
Namibia,2017,Both Sexes,"Final figure, incomplete/questionable reliability",2368747.0,1157806.0,0.4887841546606708
Namibia,2018,Both Sexes,"Final figure, incomplete/questionable reliability",2413643.0,1203340.0,0.4985575745874597
Namibia,2019,Both Sexes,"Final figure, incomplete/questionable reliability",2458936.0,1249372.0,0.5080945579714152
Namibia,2020,Both Sexes,"Final figure, incomplete/questionable reliability",2504498.0,1295820.0,0.5173970991392287
Namibia,2021,Both Sexes,"Final figure, incomplete/questionable reliability",2550226.0,1342607.0,0.5264658896897765
Namibia,2022,Both Sexes,"Final figure, incomplete/questionable reliability",2596037.0,1389669.0,0.535304003756495
Nauru,2016,Both Sexes,"Final figure, incomplete/questionable reliability",11014.0,,
Nauru,2019,Both Sexes,"Final figure, complete",11550.0,,
Nauru,2020,Both Sexes,"Final figure, incomplete/questionable reliability",11797.0,,
Nepal,2016,Both Sexes,"Final figure, incomplete/questionable reliability",28431494.0,5552712.0,0.1953014498640135
Nepal,2017,Both Sexes,"Final figure, incomplete/questionable reliability",28825709.0,,
Nepal,2018,Both Sexes,"Final figure, incomplete/questionable reliability",29218867.0,,
Nepal,2019,Both Sexes,"Final figure, incomplete/questionable reliability",29609623.0,,
Nepal,2020,Both Sexes,"Final figure, incomplete/questionable reliability",29996478.0,,
Nepal,2021,Both Sexes,"Final figure, incomplete/questionable reliability",30378055.0,6902867.0,0.22723202654021135
Netherlands,2016,Both Sexes,"Final figure, complete",17004717.0,,
Netherlands,2017,Both Sexes,"Final figure, complete",17090651.5,,
Netherlands,2018,Both Sexes,"Final figure, complete",17206353.75,,
Netherlands,2019,Both Sexes,"Final figure, complete",17282163.0,,
Netherlands,2020,Both Sexes,"Final figure, complete",17407585.0,,
Netherlands,2021,Both Sexes,"Final figure, complete",17475415.0,,
Netherlands,2022,Both Sexes,"Final figure, complete",17590672.0,,
New Caledonia,2016,Both Sexes,"Final figure, complete",274579.0,,
New Caledonia,2017,Both Sexes,"Final figure, complete",278500.0,,
New Caledonia,2019,Both Sexes,"Final figure, complete",271407.0,,
New Zealand,2016,Both Sexes,"Final figure, complete",4693200.0,4056200.0,0.864271712264553
New Zealand,2017,Both Sexes,"Final figure, complete",4793900.0,4144300.0,0.8644944617117587
New Zealand,2018,Both Sexes,"Final figure, complete",4778037.666666667,4005917.3333333335,0.8384022087728763
New Zealand,2019,Both Sexes,"Final figure, complete",4979200.0,4188100.0,0.8411190552699229
New Zealand,2020,Both Sexes,"Final figure, complete",5084300.0,4276300.0,0.8410794012941801
New Zealand,2021,Both Sexes,Provisional figure,5122600.0,4295400.0,0.8385195018154843
Nicaragua,2016,Both Sexes,"Final figure, incomplete/questionable reliability",6327927.0,3676119.0,0.5809357472044162
Nicaragua,2017,Both Sexes,"Final figure, incomplete/questionable reliability",6393824.0,3722549.0,0.5822101140100197
Nicaragua,2018,Both Sexes,"Final figure, incomplete/questionable reliability",6460411.0,3769803.0,0.5835237107979663
Nicaragua,2019,Both Sexes,"Final figure, incomplete/questionable reliability",6527691.0,3817763.0,0.5848565748593185
Nicaragua,2020,Both Sexes,"Final figure, incomplete/questionable reliability",6595674.0,3873239.0,0.5872393026095589
Nicaragua,2021,Both Sexes,"Final figure, incomplete/questionable reliability",6664364.0,3922595.0,0.5885925498667239
Nicaragua,2022,Both Sexes,"Final figure, incomplete/questionable reliability",6733763.0,3972613.0,0.5899543836039374
Niger,2016,Both Sexes,"Final figure, incomplete/questionable reliability",19679500.0,3172598.75637661,0.1612133822697025
Niger,2017,Both Sexes,"Final figure, incomplete/questionable reliability",20407944.0,3285928.93211581,0.1610122475892628
Niger,2018,Both Sexes,"Final figure, incomplete/questionable reliability",21161750.0,3402543.39950386,0.16078743012765295
Niger,2019,Both Sexes,"Final figure, incomplete/questionable reliability",21942944.0,3522780.52934377,0.1605427480170286
Niger,2020,Both Sexes,"Final figure, incomplete/questionable reliability",22752385.0,3646389.24826922,0.16026404477021727
Niger,2021,Both Sexes,"Final figure, incomplete/questionable reliability",23591983.0,3773678.09523495,0.15995595178391533
Niger,2022,Both Sexes,"Final figure, incomplete/questionable reliability",24463374.0,3904804.02129854,0.15961837567044268
Nigeria,2016,Both Sexes,"Final figure, incomplete/questionable reliability",186121277.0,,
Nigeria,2017,Both Sexes,"Final figure, incomplete/questionable reliability",191053912.0,,
Nigeria,2018,Both Sexes,"Final figure, incomplete/questionable reliability",196042933.0,,
Nigeria,2019,Both Sexes,"Final figure, incomplete/questionable reliability",201135262.0,,
Nigeria,2020,Both Sexes,"Final figure, incomplete/questionable reliability",206283338.0,,
Nigeria,2021,Both Sexes,"Final figure, incomplete/questionable reliability",211493324.0,,
Nigeria,2022,Both Sexes,"Final figure, incomplete/questionable reliability",216783381.0,,
Niue,2016,Both Sexes,"Final figure, complete",1567.0,,
Niue,2017,Both Sexes,"Final figure, complete",1655.0,,
Niue,2018,Both Sexes,"Final figure, complete",1606.0,,
Niue,2019,Both Sexes,"Final figure, complete",1583.0,,
Niue,2020,Both Sexes,"Final figure, complete",1562.0,,
Niue,2021,Both Sexes,"Final figure, complete",1549.0,,
North Macedonia,2016,Both Sexes,"Final figure, complete",2071884.0,,
North Macedonia,2017,Both Sexes,"Final figure, complete",2074102.0,,
North Macedonia,2018,Both Sexes,"Final figure, complete",2075759.0,,
North Macedonia,2019,Both Sexes,"Final figure, complete",2077132.0,,
North Macedonia,2020,Both Sexes,"Final figure, complete",2076255.0,,
North Macedonia,2021,Both Sexes,"Final figure, complete",1952760.5,,
North Macedonia,2022,Both Sexes,Provisional figure,1831712.0,,
Northern Mariana Islands,2016,Both Sexes,"Final figure, incomplete/questionable reliability",52524.0,,
Northern Mariana Islands,2017,Both Sexes,"Final figure, incomplete/questionable reliability",52263.0,,
Northern Mariana Islands,2018,Both Sexes,"Final figure, incomplete/questionable reliability",51994.0,,
Northern Mariana Islands,2019,Both Sexes,"Final figure, incomplete/questionable reliability",52048.0,,
Norway,2016,Both Sexes,"Final figure, complete",5222620.0,,
Norway,2017,Both Sexes,"Final figure, complete",5267642.5,,
Norway,2018,Both Sexes,"Final figure, complete",5295619.0,,
Norway,2019,Both Sexes,"Final figure, complete",5328212.0,,
Norway,2020,Both Sexes,"Final figure, complete",5367580.0,,
Norway,2021,Both Sexes,"Final figure, complete",5391369.0,,
Oman,2016,Both Sexes,"Final figure, incomplete/questionable reliability",4414051.0,3432019.0,0.7775213743565718
Oman,2017,Both Sexes,"Final figure, incomplete/questionable reliability",4559963.0,3542940.0,0.7769668306519154
Oman,2018,Both Sexes,"Final figure, incomplete/questionable reliability",4601706.0,,
Oman,2019,Both Sexes,"Final figure, incomplete/questionable reliability",4617927.0,,
Oman,2020,Both Sexes,"Final figure, complete",4471148.0,3582318.0,0.8012076540521584
Oman,2020,Both Sexes,"Final figure, incomplete/questionable reliability",4481042.0,3591191.0,0.801418732518017
Oman,2021,Both Sexes,"Final figure, incomplete/questionable reliability",4527446.0,3606278.0,0.7965369437868502
Oman,2022,Both Sexes,"Final figure, incomplete/questionable reliability",4933850.0,3938400.0,0.7982407247889579
Pakistan,2017,Both Sexes,"Final figure, complete",207684626.0,75670837.0,0.36435454302717624
Pakistan,2017,Both Sexes,Provisional figure,207774520.0,75584989.0,0.3637837257426945
Palau,2016,Both Sexes,"Final figure, complete",17715.0,,
Palau,2017,Both Sexes,"Final figure, complete",17769.0,,
Palau,2018,Both Sexes,"Final figure, complete",18302.0,,
Palau,2019,Both Sexes,"Final figure, complete",18851.0,,
Palau,2020,Both Sexes,"Final figure, complete",18515.5,13929.0,0.7522886230455564
Palau,2021,Both Sexes,"Final figure, complete",17960.0,,
Panama,2016,Both Sexes,"Final figure, complete",4037043.0,2772324.0,0.6867214443839216
Panama,2017,Both Sexes,"Final figure, complete",4098135.0,2836794.0,0.6922158494046682
Panama,2018,Both Sexes,"Final figure, complete",4158783.0,2901275.0,0.6976259641342191
Panama,2019,Both Sexes,"Final figure, complete",4218808.0,2965759.0,0.7029850611831588
Panama,2020,Both Sexes,"Final figure, complete",4278500.0,3030244.0,0.7082491527404464
Panama,2021,Both Sexes,"Final figure, complete",4337406.0,3094727.0,0.7134971916394269
Panama,2022,Both Sexes,"Final figure, complete",4395414.0,3149903.0,0.7166339735005621
Papua New Guinea,2016,Both Sexes,"Final figure, incomplete/questionable reliability",8185370.0,,
Papua New Guinea,2017,Both Sexes,"Final figure, incomplete/questionable reliability",8371613.0,,
Papua New Guinea,2018,Both Sexes,"Final figure, incomplete/questionable reliability",8558701.0,,
Papua New Guinea,2019,Both Sexes,"Final figure, incomplete/questionable reliability",8746363.0,,
Papua New Guinea,2020,Both Sexes,"Final figure, incomplete/questionable reliability",8934475.0,,
Papua New Guinea,2021,Both Sexes,"Final figure, incomplete/questionable reliability",9122994.0,,
Paraguay,2016,Both Sexes,"Final figure, incomplete/questionable reliability",6854536.0,4174834.0,0.6090615032148055
Paraguay,2017,Both Sexes,"Final figure, incomplete/questionable reliability",6953646.0,4264473.0,0.6132715125273849
Paraguay,2018,Both Sexes,"Final figure, incomplete/questionable reliability",7052983.20474065,4354253.04920652,0.617363308944195
Paraguay,2019,Both Sexes,"Final figure, incomplete/questionable reliability",7152702.73160059,4444274.26907749,0.6213419508464566
Paraguay,2020,Both Sexes,"Final figure, incomplete/questionable reliability",7252671.96929938,4534457.97133817,0.6252120584706667
Paraguay,2021,Both Sexes,"Final figure, incomplete/questionable reliability",7353038.2113139,4626819.66841618,0.6292391709996871
Paraguay,2022,Both Sexes,"Final figure, incomplete/questionable reliability",7453694.7846305,4719363.24203552,0.6331575652610347
Peru,2016,Both Sexes,"Final figure, incomplete/questionable reliability",30422831.0,23880937.0,0.7849676119885095
Peru,2017,Both Sexes,"Final figure, complete",29381884.0,23311893.0,0.7934104225583356
Peru,2017,Both Sexes,"Final figure, incomplete/questionable reliability",30973992.0,24506188.0,0.7911859730576543
Peru,2018,Both Sexes,"Final figure, incomplete/questionable reliability",31562130.0,25163570.0,0.7972709699884006
Peru,2019,Both Sexes,"Final figure, incomplete/questionable reliability",32131400.0,25808671.0,0.8032227353927933
Peru,2020,Both Sexes,"Final figure, incomplete/questionable reliability",32625948.0,26395749.0,0.8090415947453848
Peru,2021,Both Sexes,"Final figure, incomplete/questionable reliability",33035304.0,26914791.0,0.814728116320649
Peru,2022,Both Sexes,"Final figure, incomplete/questionable reliability",33396698.0,27394740.0,0.8202828914403454
Philippines,2016,Both Sexes,"Final figure, incomplete/questionable reliability",102530196.0,,
Philippines,2017,Both Sexes,"Final figure, incomplete/questionable reliability",104169230.0,,
Philippines,2018,Both Sexes,"Final figure, incomplete/questionable reliability",105755180.0,,
Philippines,2019,Both Sexes,"Final figure, incomplete/questionable reliability",107288150.0,,
